t	n	p	v	i
25	81	Pulse1_PROCMONDCELLS	1,10E+00	NaN
25	81	Pulse1_PROCMONDCELLS	1,20E+00	NaN
25	81	Pulse1_PROCMONDCELLS	1,30E+00	2,48E+02
25	81	Pulse1_PROCMONDCELLS	1,40E+00	1,89E+02
25	81	Pulse1_PROCMONDCELLS	1,50E+00	1,57E+02
25	81	Pulse1_PROCMONDCELLS	1,60E+00	1,36E+02
25	81	Pulse1_PROCMONDCELLS	1,70E+00	1,20E+02
25	81	Pulse1_PROCMONDCELLS	1,80E+00	1,08E+02
25	81	Pulse1_PROCMONDCELLS	1,90E+00	9,75E+01
25	81	Pulse1_PROCMONDCELLS	2,00E+00	8,93E+01
25	81	Pulse2_PROCMONDCELLS	1,00E+00	NaN
25	81	Pulse2_PROCMONDCELLS	1,10E+00	NaN
25	81	Pulse2_PROCMONDCELLS	1,20E+00	NaN
25	81	Pulse2_PROCMONDCELLS	1,30E+00	1,75E+02
25	81	Pulse2_PROCMONDCELLS	1,40E+00	1,29E+02
25	81	Pulse2_PROCMONDCELLS	1,50E+00	1,09E+02
25	81	Pulse2_PROCMONDCELLS	1,60E+00	9,41E+01
25	81	Pulse2_PROCMONDCELLS	1,70E+00	8,34E+01
25	81	Pulse2_PROCMONDCELLS	1,80E+00	7,54E+01
25	81	Pulse2_PROCMONDCELLS	1,90E+00	6,87E+01
25	81	Pulse2_PROCMONDCELLS	2,00E+00	6,33E+01
25	81	Freq_PROCMONDCELLSLL	1,00E+00	NaN
25	81	Freq_PROCMONDCELLSLL	1,10E+00	NaN
25	81	Freq_PROCMONDCELLSLL	1,20E+00	NaN
25	81	Freq_PROCMONDCELLSLL	1,30E+00	2,00E+00
25	81	Freq_PROCMONDCELLSLL	1,40E+00	2,44E+00
25	81	Freq_PROCMONDCELLSLL	1,50E+00	2,88E+00
25	81	Freq_PROCMONDCELLSLL	1,60E+00	3,32E+00
25	81	Freq_PROCMONDCELLSLL	1,70E+00	3,75E+00
25	81	Freq_PROCMONDCELLSLL	1,80E+00	4,17E+00
25	81	Freq_PROCMONDCELLSLL	1,90E+00	4,57E+00
25	81	Freq_PROCMONDCELLSLL	2,00E+00	4,97E+00
25	81	Pulse1_PROCMONDCELLSLL	1,00E+00	NaN
25	81	Pulse1_PROCMONDCELLSLL	1,10E+00	NaN
25	81	Pulse1_PROCMONDCELLSLL	1,20E+00	NaN
25	81	Pulse1_PROCMONDCELLSLL	1,30E+00	3,26E+02
25	81	Pulse1_PROCMONDCELLSLL	1,40E+00	2,51E+02
25	81	Pulse1_PROCMONDCELLSLL	1,50E+00	2,09E+02
25	81	Pulse1_PROCMONDCELLSLL	1,60E+00	1,80E+02
25	81	Pulse1_PROCMONDCELLSLL	1,70E+00	1,58E+02
25	81	Pulse1_PROCMONDCELLSLL	1,80E+00	1,41E+02
25	81	Pulse1_PROCMONDCELLSLL	1,90E+00	1,28E+02
25	81	Pulse1_PROCMONDCELLSLL	2,00E+00	1,17E+02
25	81	Pulse2_PROCMONDCELLSLL	1,00E+00	NaN
25	81	Pulse2_PROCMONDCELLSLL	1,10E+00	NaN
25	81	Pulse2_PROCMONDCELLSLL	1,20E+00	NaN
25	81	Pulse2_PROCMONDCELLSLL	1,30E+00	2,35E+02
25	81	Pulse2_PROCMONDCELLSLL	1,40E+00	1,79E+02
25	81	Pulse2_PROCMONDCELLSLL	1,50E+00	1,49E+02
25	81	Pulse2_PROCMONDCELLSLL	1,60E+00	1,29E+02
25	81	Pulse2_PROCMONDCELLSLL	1,70E+00	1,13E+02
25	81	Pulse2_PROCMONDCELLSLL	1,80E+00	1,02E+02
25	81	Pulse2_PROCMONDCELLSLL	1,90E+00	9,22E+01
25	81	Pulse2_PROCMONDCELLSLL	2,00E+00	8,50E+01
25	81	IOTEST	1,24E+00	1,24E+00
25	81	NANDTREE	1,23E+00	1,23E+00
25	81	LOGIC1	1,30E+00	1,30E+00
25	81	LOGIC2	1,29E+00	1,29E+00
25	81	LOGIC3	1,30E+00	1,30E+00
25	81	LOGIC4	1,29E+00	1,29E+00
25	81	LIFETEST	1,28E+00	1,28E+00
25	81	ROM8KX64DATA	1,24E+00	1,24E+00
25	81	ROM8KX64READ	1,24E+00	1,24E+00
25	81	SPRAMB2KX18DATA	1,24E+00	1,24E+00
25	81	SPRAMB2KX18MARCHC	1,24E+00	1,24E+00
25	81	SPRAMB2KX18MARCHCNEW	1,24E+00	1,24E+00
25	81	DPRAM4KX64DATA	1,30E+00	1,30E+00
25	81	DPRAM4KX64MARCHC	1,28E+00	1,28E+00
25	81	PUPD	1,28E+00	1,28E+00
25	82	VDD_PAD_1_8V_IDDQ1V8_-8	1,62E+00	2,49E-03
25	82	VDD_PAD_1_8V_IDDQ1V8_-8	1,80E+00	2,77E-03
25	82	VDD_PAD_1_8V_IDDQ1V8_-8	1,98E+00	3,16E-03
25	82	VDD!_IDDQ1V8_-8	1,62E+00	1,41E-02
25	82	VDD!_IDDQ1V8_-8	1,80E+00	1,86E-02
25	82	VDD!_IDDQ1V8_-8	1,98E+00	2,80E-02
25	82	VDD_DPRAM4KX64_IDDQ1V8_-8	1,62E+00	7,58E-01
25	82	VDD_DPRAM4KX64_IDDQ1V8_-8	1,80E+00	8,94E-01
25	82	VDD_DPRAM4KX64_IDDQ1V8_-8	1,98E+00	1,11E+00
25	82	VDD_ROM8KX64_IDDQ1V8_-8	1,62E+00	7,81E-03
25	82	VDD_ROM8KX64_IDDQ1V8_-8	1,80E+00	1,04E-02
25	82	VDD_ROM8KX64_IDDQ1V8_-8	1,98E+00	1,61E-02
25	82	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,62E+00	2,89E-02
25	82	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,80E+00	3,63E-02
25	82	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,98E+00	5,22E-02
25	82	VDD!_SEP_IDDQ1V8_-8	1,62E+00	6,63E-02
25	82	VDD!_SEP_IDDQ1V8_-8	1,80E+00	8,75E-02
25	82	VDD!_SEP_IDDQ1V8_-8	1,98E+00	1,33E-01
25	82	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,27E-03
25	82	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,65E-03
25	82	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,09E-03
25	82	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,48E-02
25	82	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,95E-02
25	82	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,88E-02
25	82	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,57E-01
25	82	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,97E-01
25	82	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,12E+00
25	82	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,85E-03
25	82	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,04E-02
25	82	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,61E-02
25	82	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,25E-02
25	82	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,06E-02
25	82	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	5,66E-02
25	82	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,45E-02
25	82	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,50E-02
25	82	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,29E-01
25	82	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,33E-03
25	82	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,63E-03
25	82	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,16E-03
25	82	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,49E-02
25	82	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,95E-02
25	82	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,88E-02
25	82	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,62E-01
25	82	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,99E-01
25	82	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,10E+00
25	82	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,81E-03
25	82	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,04E-02
25	82	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,61E-02
25	82	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,27E-02
25	82	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,07E-02
25	82	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	5,69E-02
25	82	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,45E-02
25	82	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,51E-02
25	82	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,28E-01
25	82	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,31E-03
25	82	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,67E-03
25	82	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,91E-03
25	82	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,49E-02
25	82	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,94E-02
25	82	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,87E-02
25	82	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,61E-01
25	82	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,94E-01
25	82	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,11E+00
25	82	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,79E-03
25	82	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,04E-02
25	82	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,60E-02
25	82	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,26E-02
25	82	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,07E-02
25	82	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	5,68E-02
25	82	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,46E-02
25	82	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,50E-02
25	82	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,29E-01
25	82	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,30E-03
25	82	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,67E-03
25	82	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,17E-03
25	82	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,50E-02
25	82	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,93E-02
25	82	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,89E-02
25	82	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,64E-01
25	82	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,97E-01
25	82	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,11E+00
25	82	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,83E-03
25	82	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,04E-02
25	82	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,61E-02
25	82	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,26E-02
25	82	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,06E-02
25	82	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	5,68E-02
25	82	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,46E-02
25	82	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,50E-02
25	82	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,29E-01
25	82	VDDO_PAD_3_3V_IDDQ3V3_-8	4,50E+00	3,91E-03
25	82	VDDO_PAD_3_3V_IDDQ3V3_-8	5,00E+00	9,65E-03
25	82	VDDO_PAD_3_3V_IDDQ3V3_-8	5,50E+00	2,42E-02
25	82	VDDR_PAD_3_3V_IDDQ3V3_-8	4,50E+00	2,47E-04
25	82	VDDR_PAD_3_3V_IDDQ3V3_-8	5,00E+00	5,60E-04
25	82	VDDR_PAD_3_3V_IDDQ3V3_-8	5,50E+00	9,64E-04
25	82	Freq_PROCMONDCELLS	1,00E+00	NaN
25	82	Freq_PROCMONDCELLS	1,10E+00	NaN
25	82	Freq_PROCMONDCELLS	1,20E+00	NaN
25	82	Freq_PROCMONDCELLS	1,30E+00	2,73E+00
25	82	Freq_PROCMONDCELLS	1,40E+00	3,30E+00
25	82	Freq_PROCMONDCELLS	1,50E+00	3,87E+00
25	82	Freq_PROCMONDCELLS	1,60E+00	4,43E+00
25	82	Freq_PROCMONDCELLS	1,70E+00	4,98E+00
25	82	Freq_PROCMONDCELLS	1,80E+00	5,51E+00
25	82	Freq_PROCMONDCELLS	1,90E+00	6,02E+00
25	82	Freq_PROCMONDCELLS	2,00E+00	6,51E+00
25	82	Pulse1_PROCMONDCELLS	1,00E+00	NaN
25	82	Pulse1_PROCMONDCELLS	1,10E+00	NaN
25	82	Pulse1_PROCMONDCELLS	1,20E+00	NaN
25	82	Pulse1_PROCMONDCELLS	1,30E+00	2,49E+02
25	82	Pulse1_PROCMONDCELLS	1,40E+00	1,89E+02
25	82	Pulse1_PROCMONDCELLS	1,50E+00	1,57E+02
25	82	Pulse1_PROCMONDCELLS	1,60E+00	1,36E+02
25	82	Pulse1_PROCMONDCELLS	1,70E+00	1,20E+02
25	82	Pulse1_PROCMONDCELLS	1,80E+00	1,08E+02
25	82	Pulse1_PROCMONDCELLS	1,90E+00	9,77E+01
25	82	Pulse1_PROCMONDCELLS	2,00E+00	8,93E+01
25	82	Pulse2_PROCMONDCELLS	1,00E+00	NaN
25	82	Pulse2_PROCMONDCELLS	1,10E+00	NaN
25	82	Pulse2_PROCMONDCELLS	1,20E+00	NaN
25	82	Pulse2_PROCMONDCELLS	1,30E+00	1,76E+02
25	82	Pulse2_PROCMONDCELLS	1,40E+00	1,30E+02
25	82	Pulse2_PROCMONDCELLS	1,50E+00	1,09E+02
25	82	Pulse2_PROCMONDCELLS	1,60E+00	9,43E+01
25	82	Pulse2_PROCMONDCELLS	1,70E+00	8,36E+01
25	82	Pulse2_PROCMONDCELLS	1,80E+00	7,58E+01
25	82	Pulse2_PROCMONDCELLS	1,90E+00	6,89E+01
25	82	Pulse2_PROCMONDCELLS	2,00E+00	6,35E+01
25	82	Freq_PROCMONDCELLSLL	1,00E+00	NaN
25	82	Freq_PROCMONDCELLSLL	1,10E+00	NaN
25	82	Freq_PROCMONDCELLSLL	1,20E+00	NaN
25	82	Freq_PROCMONDCELLSLL	1,30E+00	2,01E+00
25	82	Freq_PROCMONDCELLSLL	1,40E+00	2,45E+00
25	82	Freq_PROCMONDCELLSLL	1,50E+00	2,89E+00
25	82	Freq_PROCMONDCELLSLL	1,60E+00	3,32E+00
25	82	Freq_PROCMONDCELLSLL	1,70E+00	3,75E+00
25	82	Freq_PROCMONDCELLSLL	1,80E+00	4,17E+00
25	82	Freq_PROCMONDCELLSLL	1,90E+00	4,58E+00
25	82	Freq_PROCMONDCELLSLL	2,00E+00	4,98E+00
25	82	Pulse1_PROCMONDCELLSLL	1,00E+00	NaN
25	82	Pulse1_PROCMONDCELLSLL	1,10E+00	NaN
25	82	Pulse1_PROCMONDCELLSLL	1,20E+00	NaN
25	82	Pulse1_PROCMONDCELLSLL	1,30E+00	3,26E+02
25	82	Pulse1_PROCMONDCELLSLL	1,40E+00	2,51E+02
25	82	Pulse1_PROCMONDCELLSLL	1,50E+00	2,09E+02
25	82	Pulse1_PROCMONDCELLSLL	1,60E+00	1,80E+02
25	82	Pulse1_PROCMONDCELLSLL	1,70E+00	1,58E+02
25	82	Pulse1_PROCMONDCELLSLL	1,80E+00	1,41E+02
25	82	Pulse1_PROCMONDCELLSLL	1,90E+00	1,27E+02
25	82	Pulse1_PROCMONDCELLSLL	2,00E+00	1,17E+02
25	82	Pulse2_PROCMONDCELLSLL	1,00E+00	NaN
25	82	Pulse2_PROCMONDCELLSLL	1,10E+00	NaN
25	82	Pulse2_PROCMONDCELLSLL	1,20E+00	NaN
25	82	Pulse2_PROCMONDCELLSLL	1,30E+00	2,35E+02
25	82	Pulse2_PROCMONDCELLSLL	1,40E+00	1,78E+02
25	82	Pulse2_PROCMONDCELLSLL	1,50E+00	1,48E+02
25	82	Pulse2_PROCMONDCELLSLL	1,60E+00	1,28E+02
25	82	Pulse2_PROCMONDCELLSLL	1,70E+00	1,13E+02
25	82	Pulse2_PROCMONDCELLSLL	1,80E+00	1,01E+02
25	82	Pulse2_PROCMONDCELLSLL	1,90E+00	9,20E+01
25	82	Pulse2_PROCMONDCELLSLL	2,00E+00	8,52E+01
25	82	IOTEST	1,24E+00	1,24E+00
25	82	NANDTREE	1,22E+00	1,22E+00
25	82	LOGIC1	1,28E+00	1,28E+00
25	82	LOGIC2	1,28E+00	1,28E+00
25	82	LOGIC3	1,28E+00	1,28E+00
25	82	LOGIC4	1,28E+00	1,28E+00
25	82	LIFETEST	1,28E+00	1,28E+00
25	82	ROM8KX64DATA	1,23E+00	1,23E+00
25	82	ROM8KX64READ	1,23E+00	1,23E+00
25	82	SPRAMB2KX18DATA	1,23E+00	1,23E+00
25	82	SPRAMB2KX18MARCHC	1,23E+00	1,23E+00
25	82	SPRAMB2KX18MARCHCNEW	1,24E+00	1,24E+00
25	82	DPRAM4KX64DATA	1,28E+00	1,28E+00
25	82	DPRAM4KX64MARCHC	1,28E+00	1,28E+00
25	82	PUPD	1,25E+00	1,25E+00
25	83	VDD_PAD_1_8V_IDDQ1V8_-8	1,62E+00	2,54E-03
25	83	VDD_PAD_1_8V_IDDQ1V8_-8	1,80E+00	2,64E-03
25	83	VDD_PAD_1_8V_IDDQ1V8_-8	1,98E+00	3,22E-03
25	83	VDD!_IDDQ1V8_-8	1,62E+00	1,46E-02
25	83	VDD!_IDDQ1V8_-8	1,80E+00	1,91E-02
25	83	VDD!_IDDQ1V8_-8	1,98E+00	2,87E-02
25	83	VDD_DPRAM4KX64_IDDQ1V8_-8	1,62E+00	8,04E-01
25	83	VDD_DPRAM4KX64_IDDQ1V8_-8	1,80E+00	9,45E-01
25	83	VDD_DPRAM4KX64_IDDQ1V8_-8	1,98E+00	1,17E+00
25	83	VDD_ROM8KX64_IDDQ1V8_-8	1,62E+00	7,69E-03
25	83	VDD_ROM8KX64_IDDQ1V8_-8	1,80E+00	1,03E-02
25	83	VDD_ROM8KX64_IDDQ1V8_-8	1,98E+00	1,62E-02
25	83	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,62E+00	2,87E-02
25	83	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,80E+00	3,65E-02
25	83	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,98E+00	5,24E-02
25	83	VDD!_SEP_IDDQ1V8_-8	1,62E+00	6,92E-02
25	83	VDD!_SEP_IDDQ1V8_-8	1,80E+00	9,14E-02
25	83	VDD!_SEP_IDDQ1V8_-8	1,98E+00	1,39E-01
25	83	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,28E-03
25	83	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,74E-03
25	83	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,20E-03
25	83	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,52E-02
25	83	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,99E-02
25	83	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,96E-02
25	83	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,04E-01
25	83	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,44E-01
25	83	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,17E+00
25	83	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,65E-03
25	83	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,03E-02
25	83	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,63E-02
25	83	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,22E-02
25	83	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,04E-02
25	83	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	5,69E-02
25	83	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,76E-02
25	83	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,91E-02
25	83	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,35E-01
25	83	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,37E-03
25	83	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,73E-03
25	83	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,04E-03
25	83	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,52E-02
25	83	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,99E-02
25	83	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,96E-02
25	83	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,11E-01
25	83	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,39E-01
25	83	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,17E+00
25	83	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,64E-03
25	83	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,03E-02
25	83	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,62E-02
25	83	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,23E-02
25	83	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,03E-02
25	83	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	5,69E-02
25	83	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,75E-02
25	83	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,89E-02
25	83	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,35E-01
25	83	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,34E-03
25	83	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,66E-03
25	83	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,06E-03
25	83	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,52E-02
25	83	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,00E-02
25	83	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,96E-02
25	83	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,06E-01
25	83	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,42E-01
25	83	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,17E+00
25	83	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,65E-03
25	83	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,03E-02
25	83	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,62E-02
25	83	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,22E-02
25	83	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,04E-02
25	83	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	5,70E-02
25	83	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,75E-02
25	83	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,90E-02
25	83	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,35E-01
25	83	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,37E-03
25	83	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,64E-03
25	83	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,13E-03
25	83	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,52E-02
25	83	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,00E-02
25	83	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,96E-02
25	83	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,03E-01
25	83	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,39E-01
25	83	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,16E+00
25	83	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,68E-03
25	83	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,03E-02
25	83	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,62E-02
25	83	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,22E-02
25	83	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,03E-02
