t	n	p	v	i
25	90	VDD!_SEP_IDDQ1V8_-8	1,98E+00	1,44E-01
25	90	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,41E-03
25	90	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,70E-03
25	90	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,17E-03
25	90	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,62E-02
25	90	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,11E-02
25	90	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,12E-02
25	90	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,75E-01
25	90	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,03E+00
25	90	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,27E+00
25	90	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,15E-03
25	90	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,09E-02
25	90	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,68E-02
25	90	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,42E-02
25	90	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,27E-02
25	90	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,01E-02
25	90	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,07E-02
25	90	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,30E-02
25	90	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,40E-01
25	90	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,34E-03
25	90	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,74E-03
25	90	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,17E-03
25	90	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,63E-02
25	90	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,11E-02
25	90	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,11E-02
25	90	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,81E-01
25	90	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,03E+00
25	90	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,26E+00
25	90	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,19E-03
25	90	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,09E-02
25	90	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,68E-02
25	90	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,41E-02
25	90	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,27E-02
25	90	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,00E-02
25	90	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,06E-02
25	90	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,30E-02
25	90	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,40E-01
25	90	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,44E-03
25	90	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,68E-03
25	90	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,18E-03
25	90	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,62E-02
25	90	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,11E-02
25	90	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,12E-02
25	90	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,73E-01
25	90	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,03E+00
25	90	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,26E+00
25	90	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,07E-03
25	90	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,09E-02
25	90	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,68E-02
25	90	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,41E-02
25	90	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,28E-02
25	90	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,00E-02
25	90	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,07E-02
25	90	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,31E-02
25	90	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,40E-01
25	90	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,24E-03
25	90	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,46E-03
25	90	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,26E-03
25	90	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,62E-02
25	90	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,09E-02
25	90	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,12E-02
25	90	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,76E-01
25	90	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,03E+00
25	90	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,26E+00
25	90	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,18E-03
25	90	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,08E-02
25	90	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,68E-02
25	90	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,40E-02
25	90	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,27E-02
25	90	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,01E-02
25	90	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,04E-02
25	90	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,31E-02
25	90	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,40E-01
25	90	VDDO_PAD_3_3V_IDDQ3V3_-8	4,50E+00	3,75E-03
25	90	VDDO_PAD_3_3V_IDDQ3V3_-8	5,00E+00	9,24E-03
25	90	VDDO_PAD_3_3V_IDDQ3V3_-8	5,50E+00	2,42E-02
25	90	VDDR_PAD_3_3V_IDDQ3V3_-8	4,50E+00	1,01E-04
25	90	VDDR_PAD_3_3V_IDDQ3V3_-8	5,00E+00	3,60E-04
25	90	VDDR_PAD_3_3V_IDDQ3V3_-8	5,50E+00	8,75E-04
25	90	Freq_PROCMONDCELLS	1,00E+00	NaN
25	90	Freq_PROCMONDCELLS	1,10E+00	NaN
25	90	Freq_PROCMONDCELLS	1,20E+00	NaN
25	90	Freq_PROCMONDCELLS	1,30E+00	2,78E+00
25	90	Freq_PROCMONDCELLS	1,40E+00	3,35E+00
25	90	Freq_PROCMONDCELLS	1,50E+00	3,93E+00
25	90	Freq_PROCMONDCELLS	1,60E+00	4,50E+00
25	90	Freq_PROCMONDCELLS	1,70E+00	5,05E+00
25	90	Freq_PROCMONDCELLS	1,80E+00	5,58E+00
25	90	Freq_PROCMONDCELLS	1,90E+00	6,09E+00
25	90	Freq_PROCMONDCELLS	2,00E+00	6,58E+00
25	90	Pulse1_PROCMONDCELLS	1,00E+00	NaN
25	90	Pulse1_PROCMONDCELLS	1,10E+00	NaN
25	90	Pulse1_PROCMONDCELLS	1,20E+00	NaN
25	90	Pulse1_PROCMONDCELLS	1,30E+00	2,39E+02
25	90	Pulse1_PROCMONDCELLS	1,40E+00	1,86E+02
25	90	Pulse1_PROCMONDCELLS	1,50E+00	1,56E+02
25	90	Pulse1_PROCMONDCELLS	1,60E+00	1,35E+02
25	90	Pulse1_PROCMONDCELLS	1,70E+00	1,19E+02
25	90	Pulse1_PROCMONDCELLS	1,80E+00	1,06E+02
25	90	Pulse1_PROCMONDCELLS	1,90E+00	9,65E+01
25	90	Pulse1_PROCMONDCELLS	2,00E+00	8,87E+01
25	90	Pulse2_PROCMONDCELLS	1,00E+00	NaN
25	90	Pulse2_PROCMONDCELLS	1,10E+00	NaN
25	90	Pulse2_PROCMONDCELLS	1,20E+00	NaN
25	90	Pulse2_PROCMONDCELLS	1,30E+00	1,68E+02
25	90	Pulse2_PROCMONDCELLS	1,40E+00	1,28E+02
25	90	Pulse2_PROCMONDCELLS	1,50E+00	1,07E+02
25	90	Pulse2_PROCMONDCELLS	1,60E+00	9,32E+01
25	90	Pulse2_PROCMONDCELLS	1,70E+00	8,30E+01
25	90	Pulse2_PROCMONDCELLS	1,80E+00	7,44E+01
25	90	Pulse2_PROCMONDCELLS	1,90E+00	6,86E+01
25	90	Pulse2_PROCMONDCELLS	2,00E+00	6,31E+01
25	90	Freq_PROCMONDCELLSLL	1,00E+00	NaN
25	90	Freq_PROCMONDCELLSLL	1,10E+00	NaN
25	90	Freq_PROCMONDCELLSLL	1,20E+00	NaN
25	90	Freq_PROCMONDCELLSLL	1,30E+00	2,04E+00
25	90	Freq_PROCMONDCELLSLL	1,40E+00	2,48E+00
25	90	Freq_PROCMONDCELLSLL	1,50E+00	2,93E+00
25	90	Freq_PROCMONDCELLSLL	1,60E+00	3,37E+00
25	90	Freq_PROCMONDCELLSLL	1,70E+00	3,80E+00
25	90	Freq_PROCMONDCELLSLL	1,80E+00	4,22E+00
25	90	Freq_PROCMONDCELLSLL	1,90E+00	4,63E+00
25	90	Freq_PROCMONDCELLSLL	2,00E+00	5,03E+00
25	90	Pulse1_PROCMONDCELLSLL	1,00E+00	NaN
25	90	Pulse1_PROCMONDCELLSLL	1,10E+00	NaN
25	90	Pulse1_PROCMONDCELLSLL	1,20E+00	NaN
25	90	Pulse1_PROCMONDCELLSLL	1,30E+00	3,16E+02
25	90	Pulse1_PROCMONDCELLSLL	1,40E+00	2,47E+02
25	90	Pulse1_PROCMONDCELLSLL	1,50E+00	2,07E+02
25	90	Pulse1_PROCMONDCELLSLL	1,60E+00	1,78E+02
25	90	Pulse1_PROCMONDCELLSLL	1,70E+00	1,56E+02
25	90	Pulse1_PROCMONDCELLSLL	1,80E+00	1,39E+02
25	90	Pulse1_PROCMONDCELLSLL	1,90E+00	1,27E+02
25	90	Pulse1_PROCMONDCELLSLL	2,00E+00	1,16E+02
25	90	Pulse2_PROCMONDCELLSLL	1,00E+00	NaN
25	90	Pulse2_PROCMONDCELLSLL	1,10E+00	NaN
25	90	Pulse2_PROCMONDCELLSLL	1,20E+00	NaN
25	90	Pulse2_PROCMONDCELLSLL	1,30E+00	2,26E+02
25	90	Pulse2_PROCMONDCELLSLL	1,40E+00	1,76E+02
25	90	Pulse2_PROCMONDCELLSLL	1,50E+00	1,46E+02
25	90	Pulse2_PROCMONDCELLSLL	1,60E+00	1,27E+02
25	90	Pulse2_PROCMONDCELLSLL	1,70E+00	1,12E+02
25	90	Pulse2_PROCMONDCELLSLL	1,80E+00	1,00E+02
25	90	Pulse2_PROCMONDCELLSLL	1,90E+00	9,16E+01
25	90	Pulse2_PROCMONDCELLSLL	2,00E+00	8,40E+01
25	90	IOTEST	1,23E+00	1,23E+00
25	90	NANDTREE	1,21E+00	1,21E+00
25	90	LOGIC1	1,28E+00	1,28E+00
25	90	LOGIC2	1,28E+00	1,28E+00
25	90	LOGIC3	1,27E+00	1,27E+00
25	90	LOGIC4	1,28E+00	1,28E+00
25	90	LIFETEST	1,28E+00	1,28E+00
25	90	ROM8KX64DATA	1,23E+00	1,23E+00
25	90	ROM8KX64READ	1,23E+00	1,23E+00
25	90	SPRAMB2KX18DATA	1,23E+00	1,23E+00
25	90	SPRAMB2KX18MARCHC	1,23E+00	1,23E+00
25	90	SPRAMB2KX18MARCHCNEW	1,23E+00	1,23E+00
25	90	DPRAM4KX64DATA	1,28E+00	1,28E+00
25	90	DPRAM4KX64MARCHC	1,28E+00	1,28E+00
25	90	PUPD	1,23E+00	1,23E+00
25	91	VDD_PAD_1_8V_IDDQ1V8_-8	1,62E+00	2,48E-03
25	91	VDD_PAD_1_8V_IDDQ1V8_-8	1,80E+00	2,70E-03
25	91	VDD_PAD_1_8V_IDDQ1V8_-8	1,98E+00	3,32E-03
25	91	VDD!_IDDQ1V8_-8	1,62E+00	1,45E-02
25	91	VDD!_IDDQ1V8_-8	1,80E+00	1,91E-02
25	91	VDD!_IDDQ1V8_-8	1,98E+00	2,90E-02
25	91	VDD_DPRAM4KX64_IDDQ1V8_-8	1,62E+00	7,83E-01
25	91	VDD_DPRAM4KX64_IDDQ1V8_-8	1,80E+00	9,20E-01
25	91	VDD_DPRAM4KX64_IDDQ1V8_-8	1,98E+00	1,14E+00
25	91	VDD_ROM8KX64_IDDQ1V8_-8	1,62E+00	8,23E-03
25	91	VDD_ROM8KX64_IDDQ1V8_-8	1,80E+00	1,08E-02
25	91	VDD_ROM8KX64_IDDQ1V8_-8	1,98E+00	1,68E-02
25	91	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,62E+00	3,01E-02
25	91	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,80E+00	3,81E-02
25	91	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,98E+00	5,44E-02
25	91	VDD!_SEP_IDDQ1V8_-8	1,62E+00	6,80E-02
25	91	VDD!_SEP_IDDQ1V8_-8	1,80E+00	9,01E-02
25	91	VDD!_SEP_IDDQ1V8_-8	1,98E+00	1,37E-01
25	91	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,33E-03
25	91	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,66E-03
25	91	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,18E-03
25	91	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,52E-02
25	91	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,98E-02
25	91	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,95E-02
25	91	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,83E-01
25	91	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,27E-01
25	91	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,14E+00
25	91	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,16E-03
25	91	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,09E-02
25	91	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,68E-02
25	91	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,43E-02
25	91	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,28E-02
25	91	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,01E-02
25	91	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,65E-02
25	91	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,78E-02
25	91	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,34E-01
25	91	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,28E-03
25	91	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,71E-03
25	91	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,17E-03
25	91	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,52E-02
25	91	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,98E-02
25	91	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,95E-02
25	91	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,82E-01
25	91	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,24E-01
25	91	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,14E+00
25	91	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,18E-03
25	91	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,09E-02
25	91	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,68E-02
25	91	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,44E-02
25	91	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,29E-02
25	91	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,00E-02
25	91	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,65E-02
25	91	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,80E-02
25	91	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,33E-01
25	91	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,35E-03
25	91	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,42E-03
25	91	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,09E-03
25	91	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,50E-02
25	91	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,98E-02
25	91	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,95E-02
25	91	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,85E-01
25	91	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,17E-01
25	91	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,14E+00
25	91	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,14E-03
25	91	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,09E-02
25	91	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,68E-02
25	91	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,43E-02
25	91	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,29E-02
25	91	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,01E-02
25	91	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,63E-02
25	91	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,79E-02
25	91	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,33E-01
25	91	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,31E-03
25	91	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,59E-03
25	91	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,18E-03
25	91	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,51E-02
25	91	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,98E-02
25	91	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,96E-02
25	91	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,86E-01
25	91	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,17E-01
25	91	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,14E+00
25	91	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,21E-03
25	91	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,09E-02
25	91	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,68E-02
25	91	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,42E-02
25	91	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,30E-02
25	91	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,00E-02
25	91	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,64E-02
25	91	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,78E-02
25	91	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,33E-01
25	91	VDDO_PAD_3_3V_IDDQ3V3_-8	4,50E+00	3,64E-03
25	91	VDDO_PAD_3_3V_IDDQ3V3_-8	5,00E+00	9,02E-03
25	91	VDDO_PAD_3_3V_IDDQ3V3_-8	5,50E+00	2,41E-02
25	91	VDDR_PAD_3_3V_IDDQ3V3_-8	4,50E+00	3,42E-05
25	91	VDDR_PAD_3_3V_IDDQ3V3_-8	5,00E+00	3,92E-04
25	91	VDDR_PAD_3_3V_IDDQ3V3_-8	5,50E+00	8,37E-04
25	91	Freq_PROCMONDCELLS	1,00E+00	NaN
25	91	Freq_PROCMONDCELLS	1,10E+00	NaN
25	91	Freq_PROCMONDCELLS	1,20E+00	NaN
25	91	Freq_PROCMONDCELLS	1,30E+00	2,72E+00
25	91	Freq_PROCMONDCELLS	1,40E+00	3,29E+00
25	91	Freq_PROCMONDCELLS	1,50E+00	3,86E+00
25	91	Freq_PROCMONDCELLS	1,60E+00	4,42E+00
25	91	Freq_PROCMONDCELLS	1,70E+00	4,96E+00
25	91	Freq_PROCMONDCELLS	1,80E+00	5,50E+00
25	91	Freq_PROCMONDCELLS	1,90E+00	6,00E+00
25	91	Freq_PROCMONDCELLS	2,00E+00	6,49E+00
25	91	Pulse1_PROCMONDCELLS	1,00E+00	NaN
25	91	Pulse1_PROCMONDCELLS	1,10E+00	NaN
25	91	Pulse1_PROCMONDCELLS	1,20E+00	NaN
25	91	Pulse1_PROCMONDCELLS	1,30E+00	2,47E+02
25	91	Pulse1_PROCMONDCELLS	1,40E+00	1,90E+02
25	91	Pulse1_PROCMONDCELLS	1,50E+00	1,59E+02
25	91	Pulse1_PROCMONDCELLS	1,60E+00	1,37E+02
25	91	Pulse1_PROCMONDCELLS	1,70E+00	1,20E+02
25	91	Pulse1_PROCMONDCELLS	1,80E+00	1,08E+02
25	91	Pulse1_PROCMONDCELLS	1,90E+00	9,77E+01
25	91	Pulse1_PROCMONDCELLS	2,00E+00	9,00E+01
25	91	Pulse2_PROCMONDCELLS	1,00E+00	NaN
25	91	Pulse2_PROCMONDCELLS	1,10E+00	NaN
25	91	Pulse2_PROCMONDCELLS	1,20E+00	NaN
25	91	Pulse2_PROCMONDCELLS	1,30E+00	1,75E+02
25	91	Pulse2_PROCMONDCELLS	1,40E+00	1,30E+02
25	91	Pulse2_PROCMONDCELLS	1,50E+00	1,09E+02
25	91	Pulse2_PROCMONDCELLS	1,60E+00	9,47E+01
25	91	Pulse2_PROCMONDCELLS	1,70E+00	8,42E+01
25	91	Pulse2_PROCMONDCELLS	1,80E+00	7,56E+01
25	91	Pulse2_PROCMONDCELLS	1,90E+00	6,93E+01
25	91	Pulse2_PROCMONDCELLS	2,00E+00	6,39E+01
25	91	Freq_PROCMONDCELLSLL	1,00E+00	NaN
25	91	Freq_PROCMONDCELLSLL	1,10E+00	NaN
25	91	Freq_PROCMONDCELLSLL	1,20E+00	NaN
25	91	Freq_PROCMONDCELLSLL	1,30E+00	2,01E+00
25	91	Freq_PROCMONDCELLSLL	1,40E+00	2,45E+00
25	91	Freq_PROCMONDCELLSLL	1,50E+00	2,89E+00
25	91	Freq_PROCMONDCELLSLL	1,60E+00	3,32E+00
25	91	Freq_PROCMONDCELLSLL	1,70E+00	3,76E+00
25	91	Freq_PROCMONDCELLSLL	1,80E+00	4,17E+00
25	91	Freq_PROCMONDCELLSLL	1,90E+00	4,58E+00
25	91	Freq_PROCMONDCELLSLL	2,00E+00	4,98E+00
25	91	Pulse1_PROCMONDCELLSLL	1,00E+00	NaN
25	91	Pulse1_PROCMONDCELLSLL	1,10E+00	NaN
25	91	Pulse1_PROCMONDCELLSLL	1,20E+00	NaN
25	91	Pulse1_PROCMONDCELLSLL	1,30E+00	3,23E+02
25	91	Pulse1_PROCMONDCELLSLL	1,40E+00	2,51E+02
25	91	Pulse1_PROCMONDCELLSLL	1,50E+00	2,09E+02
25	91	Pulse1_PROCMONDCELLSLL	1,60E+00	1,80E+02
25	91	Pulse1_PROCMONDCELLSLL	1,70E+00	1,57E+02
25	91	Pulse1_PROCMONDCELLSLL	1,80E+00	1,41E+02
25	91	Pulse1_PROCMONDCELLSLL	1,90E+00	1,28E+02
25	91	Pulse1_PROCMONDCELLSLL	2,00E+00	1,17E+02
25	91	Pulse2_PROCMONDCELLSLL	1,00E+00	NaN
25	91	Pulse2_PROCMONDCELLSLL	1,10E+00	NaN
25	91	Pulse2_PROCMONDCELLSLL	1,20E+00	NaN
25	91	Pulse2_PROCMONDCELLSLL	1,30E+00	2,33E+02
25	91	Pulse2_PROCMONDCELLSLL	1,40E+00	1,78E+02
25	91	Pulse2_PROCMONDCELLSLL	1,50E+00	1,49E+02
25	91	Pulse2_PROCMONDCELLSLL	1,60E+00	1,28E+02
25	91	Pulse2_PROCMONDCELLSLL	1,70E+00	1,13E+02
25	91	Pulse2_PROCMONDCELLSLL	1,80E+00	1,01E+02
25	91	Pulse2_PROCMONDCELLSLL	1,90E+00	9,26E+01
25	91	Pulse2_PROCMONDCELLSLL	2,00E+00	8,48E+01
25	91	IOTEST	1,22E+00	1,22E+00
25	91	NANDTREE	1,22E+00	1,22E+00
25	91	LOGIC1	1,29E+00	1,29E+00
25	91	LOGIC2	1,29E+00	1,29E+00
25	91	LOGIC3	1,29E+00	1,29E+00
25	91	LOGIC4	1,29E+00	1,29E+00
25	91	LIFETEST	1,29E+00	1,29E+00
25	91	ROM8KX64DATA	1,23E+00	1,23E+00
25	91	ROM8KX64READ	1,23E+00	1,23E+00
25	91	SPRAMB2KX18DATA	1,23E+00	1,23E+00
25	91	SPRAMB2KX18MARCHC	1,23E+00	1,23E+00
